timestamp,price
2025-03-25 20:54:10.224,2073.72
2025-03-25 20:54:10.457,2073.73
2025-03-25 20:54:10.457,2073.74
2025-03-25 20:54:10.457,2073.75
2025-03-25 20:54:10.457,2073.76
2025-03-25 20:54:10.485,2073.79
2025-03-25 20:54:10.485,2073.8
2025-03-25 20:54:10.485,2073.81
2025-03-25 20:54:10.485,2073.82
2025-03-25 20:54:10.487,2073.83
2025-03-25 20:54:10.487,2073.84
2025-03-25 20:54:10.487,2073.85
2025-03-25 20:54:10.489,2073.85
2025-03-25 20:54:10.489,2073.87
2025-03-25 20:54:10.489,2073.88
2025-03-25 20:54:10.489,2073.89
2025-03-25 20:54:10.489,2073.9
2025-03-25 20:54:10.489,2073.91
2025-03-25 20:54:10.489,2073.92
2025-03-25 20:54:10.492,2073.92
2025-03-25 20:54:10.503,2073.93
2025-03-25 20:54:10.544,2073.93
2025-03-25 20:54:10.552,2073.93
2025-03-25 20:54:10.688,2073.93
2025-03-25 20:54:10.709,2073.93
2025-03-25 20:54:10.713,2073.94
2025-03-25 20:54:10.717,2073.95
2025-03-25 20:54:10.717,2073.99
2025-03-25 20:54:10.717,2074.0
2025-03-25 20:54:10.717,2074.01
2025-03-25 20:54:10.717,2074.02
2025-03-25 20:54:10.717,2074.03
2025-03-25 20:54:10.717,2074.06
2025-03-25 20:54:10.717,2074.07
2025-03-25 20:54:10.717,2074.08
2025-03-25 20:54:10.717,2074.09
2025-03-25 20:54:10.717,2074.1
2025-03-25 20:54:10.717,2074.13
2025-03-25 20:54:10.717,2074.18
2025-03-25 20:54:10.728,2074.18
2025-03-25 20:54:10.995,2074.19
2025-03-25 20:54:11.041,2074.18
2025-03-25 20:54:11.244,2074.19
2025-03-25 20:54:11.571,2074.19
2025-03-25 20:54:12.118,2074.2
2025-03-25 20:54:12.118,2074.21
2025-03-25 20:54:12.118,2074.22
2025-03-25 20:54:12.118,2074.23
2025-03-25 20:54:12.118,2074.24
2025-03-25 20:54:12.118,2074.25
2025-03-25 20:54:12.118,2074.26
2025-03-25 20:54:12.118,2074.28
2025-03-25 20:54:12.118,2074.29
2025-03-25 20:54:12.118,2074.3
2025-03-25 20:54:12.118,2074.34
2025-03-25 20:54:12.120,2074.34
2025-03-25 20:54:12.363,2074.35
2025-03-25 20:54:12.365,2074.36
2025-03-25 20:54:12.365,2074.37
2025-03-25 20:54:12.365,2074.38
2025-03-25 20:54:12.365,2074.39
2025-03-25 20:54:13.917,2074.39
2025-03-25 20:54:13.917,2074.38
2025-03-25 20:54:13.917,2074.22
2025-03-25 20:54:13.917,2074.2
2025-03-25 20:54:17.217,2074.19
2025-03-25 20:54:17.246,2074.19
2025-03-25 20:54:17.246,2074.18
2025-03-25 20:54:17.246,2074.17
2025-03-25 20:54:17.246,2074.11
2025-03-25 20:54:17.249,2074.1
2025-03-25 20:54:19.251,2074.09
2025-03-25 20:54:19.491,2074.09
2025-03-25 20:54:19.494,2074.1
2025-03-25 20:54:19.516,2074.11
2025-03-25 20:54:19.516,2074.12
2025-03-25 20:54:19.516,2074.13
2025-03-25 20:54:19.516,2074.14
2025-03-25 20:54:19.516,2074.16
2025-03-25 20:54:19.516,2074.17
2025-03-25 20:54:19.516,2074.18
2025-03-25 20:54:19.516,2074.19
2025-03-25 20:54:19.605,2074.2
2025-03-25 20:54:19.608,2074.22
2025-03-25 20:54:19.616,2074.25
2025-03-25 20:54:19.618,2074.28
2025-03-25 20:54:19.618,2074.29
2025-03-25 20:54:19.821,2074.29
2025-03-25 20:54:20.173,2074.29
2025-03-25 20:54:21.134,2074.3
2025-03-25 20:54:23.216,2074.3
2025-03-25 20:54:23.219,2074.3
2025-03-25 20:54:23.220,2074.3
2025-03-25 20:54:23.222,2074.31
2025-03-25 20:54:23.224,2074.32
2025-03-25 20:54:23.226,2074.33
2025-03-25 20:54:23.227,2074.34
2025-03-25 20:54:23.229,2074.35
2025-03-25 20:54:23.243,2074.36
2025-03-25 20:54:23.244,2074.37
2025-03-25 20:54:23.244,2074.38
2025-03-25 20:54:23.244,2074.39
2025-03-25 20:54:23.244,2074.4
2025-03-25 20:54:23.244,2074.45
2025-03-25 20:54:23.244,2074.47
2025-03-25 20:54:23.248,2074.48
2025-03-25 20:54:23.248,2074.49
2025-03-25 20:54:23.275,2074.53
2025-03-25 20:54:23.416,2074.55
2025-03-25 20:54:23.416,2074.56
2025-03-25 20:54:23.416,2074.57
2025-03-25 20:54:23.416,2074.58
2025-03-25 20:54:23.416,2074.59
2025-03-25 20:54:23.416,2074.6
2025-03-25 20:54:23.416,2074.61
2025-03-25 20:54:23.416,2074.62
2025-03-25 20:54:23.416,2074.63
2025-03-25 20:54:23.416,2074.64
2025-03-25 20:54:23.416,2074.65
2025-03-25 20:54:23.416,2074.67
2025-03-25 20:54:23.416,2074.68
2025-03-25 20:54:23.416,2074.69
2025-03-25 20:54:23.416,2074.7
2025-03-25 20:54:23.416,2074.73
2025-03-25 20:54:23.416,2074.74
2025-03-25 20:54:23.507,2074.74
2025-03-25 20:54:25.413,2074.75
2025-03-25 20:54:26.262,2074.74
2025-03-25 20:54:26.316,2074.74
